GCA_Accession	Assembly_Accession	Assembly_Name	Organism	Genus	Species	TaxID	Assembly_Level	Total_Length	Contig_N50	Scaffold_N50	BioProject	BioSample	Submission_Date	Release_Date	File_Size_MB	Filename
GCA_054059775.1	GCA_054059775.1	ASM5405977v1	Deinococcus sp. UYEF24 (bacteria)	Unknown	Deinococcus sp. UYEF24	1756383	Contig	0	98073	98073	Unknown	SAMN52938811	2025/12/17 00:00	Unknown	1.56	GCA_054059775.1_ASM5405977v1_genomic.fna.gz
GCA_042648385.1	GCA_042648385.1	ASM4264838v1	Deinococcus soli (ex Cha et al. 2016) (bacteria)	Unknown	Deinococcus soli (ex Cha et al. 2016)	1309411	Contig	0	3372451	3372451	Unknown	SAMN43282111	2024/10/05 00:00	Unknown	1.34	GCA_042648385.1_ASM4264838v1_genomic.fna.gz
GCA_042656985.1	GCA_042656985.1	ASM4265698v1	Deinococcus cellulosilyticus (bacteria)	Unknown	Deinococcus cellulosilyticus	401558	Contig	0	291899	291899	Unknown	SAMN43282825	2024/10/06 00:00	Unknown	1.71	GCA_042656985.1_ASM4265698v1_genomic.fna.gz
GCA_020547025.1	GCA_020547025.1	ASM2054702v1	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539 (bacteria)	Unknown	Deinococcus radiodurans	243230	Complete Genome	0	2646569	2646569	Unknown	SAMN11332829	2021/10/25 00:00	Unknown	0.88	GCA_020547025.1_ASM2054702v1_genomic.fna.gz
GCA_943913535.1	GCA_943913535.1	btEH4aLTtU_bin.49.MAG	Deinococcus wulumuqiensis (bacteria)	Unknown	Deinococcus wulumuqiensis	980427	Contig	0	8518	8518	Unknown	SAMEA110089357	2022/06/14 00:00	Unknown	0.81	GCA_943913535.1_btEH4aLTtU_bin.49.MAG_genomic.fna.gz
GCA_042653905.1	GCA_042653905.1	ASM4265390v1	Deinococcus navajonensis (bacteria)	Unknown	Deinococcus navajonensis	309884	Scaffold	0	267317	267317	Unknown	SAMN43283093	2024/10/05 00:00	Unknown	1.05	GCA_042653905.1_ASM4265390v1_genomic.fna.gz
GCA_014875735.1	GCA_014875735.1	ASM1487573v1	Deinococcus wulumuqiensis R12 (bacteria)	Unknown	Deinococcus wulumuqiensis	1288484	Scaffold	0	68793	277887	Unknown	SAMN16242095	2020/10/10 00:00	Unknown	0.99	GCA_014875735.1_ASM1487573v1_genomic.fna.gz
GCA_039544955.1	GCA_039544955.1	ASM3954495v1	Deinococcus depolymerans (bacteria)	Unknown	Deinococcus depolymerans	392408	Contig	0	144207	144207	Unknown	SAMD00540143	2024/03/26 00:00	Unknown	1.04	GCA_039544955.1_ASM3954495v1_genomic.fna.gz
GCA_000430865.1	GCA_000430865.1	ASM43086v1	Deinococcus ficus DSM 19119 (bacteria)	Unknown	Deinococcus ficus	1121379	Scaffold	0	233487	233487	Unknown	SAMN02441464	2013/07/16 00:00	Unknown	1.12	GCA_000430865.1_ASM43086v1_genomic.fna.gz
GCA_009982895.1	GCA_009982895.1	ASM998289v1	Deinococcus alpinitundrae (bacteria)	Unknown	Deinococcus alpinitundrae	468913	Scaffold	0	171311	171311	Unknown	SAMN13821739	2020/01/29 00:00	Unknown	1.31	GCA_009982895.1_ASM998289v1_genomic.fna.gz
GCA_042649445.1	GCA_042649445.1	ASM4264944v1	Deinococcus rufus (bacteria)	Unknown	Deinococcus rufus	2136097	Scaffold	0	366235	373925	Unknown	SAMN43282041	2024/10/05 00:00	Unknown	1.28	GCA_042649445.1_ASM4264944v1_genomic.fna.gz
GCA_014201625.1	GCA_014201625.1	ASM1420162v1	Deinococcus radiopugnans ATCC 19172 (bacteria)	Unknown	Deinococcus radiopugnans	585398	Contig	0	136034	136034	Unknown	SAMN14908327	2020/08/14 00:00	Unknown	1.19	GCA_014201625.1_ASM1420162v1_genomic.fna.gz
GCA_002953415.1	GCA_002953415.1	ASM295341v1	Deinococcus sp. NW-56 (bacteria)	Unknown	Deinococcus sp. NW-56	2080419	Complete Genome	0	2749481	2749481	Unknown	SAMN08408080	2018/02/06 00:00	Unknown	0.97	GCA_002953415.1_ASM295341v1_genomic.fna.gz
GCA_946848805.1	GCA_946848805.1	Q6407	Deinococcus sp. Marseille-Q6407 (bacteria)	Unknown	Deinococcus sp. Marseille-Q6407	2969223	Contig	0	539192	539192	Unknown	SAMEA111315941	2022/09/15 00:00	Unknown	0.74	GCA_946848805.1_Q6407_genomic.fna.gz
GCA_045784255.1	GCA_045784255.1	ASM4578425v1	Deinococcus altitudinis (bacteria)	Unknown	Deinococcus altitudinis	468914	Complete Genome	0	3046749	3046749	Unknown	SAMN36308717	2024/12/07 00:00	Unknown	1.38	GCA_045784255.1_ASM4578425v1_genomic.fna.gz
GCA_009017495.1	GCA_009017495.1	ASM901749v1	Deinococcus sp. AJ005 (bacteria)	Unknown	Deinococcus sp. AJ005	2652443	Complete Genome	0	3380712	3380712	Unknown	SAMN12911568	2019/10/13 00:00	Unknown	1.11	GCA_009017495.1_ASM901749v1_genomic.fna.gz
GCA_042661385.1	GCA_042661385.1	ASM4266138v1	Deinococcus lacus (bacteria)	Unknown	Deinococcus lacus	392561	Contig	0	1984641	1984641	Unknown	SAMN43283333	2024/10/06 00:00	Unknown	0.74	GCA_042661385.1_ASM4266138v1_genomic.fna.gz
GCA_042661345.1	GCA_042661345.1	ASM4266134v1	Deinococcus radiopugnans (bacteria)	Unknown	Deinococcus radiopugnans	57497	Contig	0	3487944	3487944	Unknown	SAMN43283342	2024/10/06 00:00	Unknown	1.3	GCA_042661345.1_ASM4266134v1_genomic.fna.gz
GCA_020546785.1	GCA_020546785.1	ASM2054678v1	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539 (bacteria)	Unknown	Deinococcus radiodurans	243230	Complete Genome	0	2645322	2645322	Unknown	SAMN11332820	2021/10/25 00:00	Unknown	0.89	GCA_020546785.1_ASM2054678v1_genomic.fna.gz
GCA_047529995.1	GCA_047529995.1	ASM4752999v1	Deinococcus sp. A31D244 (bacteria)	Unknown	Deinococcus sp. A31D244	3397675	Contig	0	105132	105132	Unknown	SAMN46524647	2025/02/09 00:00	Unknown	1.21	GCA_047529995.1_ASM4752999v1_genomic.fna.gz
GCA_031454215.1	GCA_031454215.1	ASM3145421v1	Deinococcus soli (ex Cha et al. 2016) (bacteria)	Unknown	Deinococcus soli (ex Cha et al. 2016)	1309411	Contig	0	333367	333367	Unknown	SAMN35309397	2023/09/13 00:00	Unknown	2.49	GCA_031454215.1_ASM3145421v1_genomic.fna.gz
GCA_001644565.1	GCA_001644565.1	ASM164456v1	Deinococcus puniceus (bacteria)	Unknown	Deinococcus puniceus	1182568	Complete Genome	0	2971983	2971983	Unknown	SAMN03285365	2016/05/16 00:00	Unknown	0.83	GCA_001644565.1_ASM164456v1_genomic.fna.gz
GCA_039544935.1	GCA_039544935.1	ASM3954493v1	Deinococcus caeni (bacteria)	Unknown	Deinococcus caeni	569127	Contig	0	74567	74567	Unknown	SAMD00539839	2024/03/26 00:00	Unknown	0.97	GCA_039544935.1_ASM3954493v1_genomic.fna.gz
GCA_016107335.1	GCA_016107335.1	ASM1610733v1	Deinococcus sp. DB0503 (bacteria)	Unknown	Deinococcus sp. DB0503	2479203	Contig	0	77012	77012	Unknown	SAMN10238755	2020/12/17 00:00	Unknown	1.72	GCA_016107335.1_ASM1610733v1_genomic.fna.gz
GCA_042661365.1	GCA_042661365.1	ASM4266136v1	Deinococcus multiflagellatus (bacteria)	Unknown	Deinococcus multiflagellatus	1656887	Contig	0	3601174	3601174	Unknown	SAMN43283337	2024/10/06 00:00	Unknown	1.35	GCA_042661365.1_ASM4266136v1_genomic.fna.gz
GCA_042661745.1	GCA_042661745.1	ASM4266174v1	Deinococcus caeni (bacteria)	Unknown	Deinococcus caeni	569127	Contig	0	3002002	3002002	Unknown	SAMN43283316	2024/10/06 00:00	Unknown	1.09	GCA_042661745.1_ASM4266174v1_genomic.fna.gz
GCA_023370075.1	GCA_023370075.1	ASM2337007v1	Deinococcus sp. QL22 (bacteria)	Unknown	Deinococcus sp. QL22	2939437	Complete Genome	0	3221140	3221140	Unknown	SAMN27928391	2022/05/15 00:00	Unknown	2.95	GCA_023370075.1_ASM2337007v1_genomic.fna.gz
GCA_050341015.1	GCA_050341015.1	ASM5034101v1	Deinococcus saxicola (bacteria)	Unknown	Deinococcus saxicola	249406	Contig	0	51453	51453	Unknown	SAMN47852723	2025/05/13 00:00	Unknown	1.27	GCA_050341015.1_ASM5034101v1_genomic.fna.gz
GCA_900176165.1	GCA_900176165.1	IMG-taxon 2509276064 annotated assembly	Deinococcus hopiensis KR-140 (bacteria)	Unknown	Deinococcus hopiensis	695939	Scaffold	0	535541	535541	Unknown	SAMN00790413	2017/04/07 00:00	Unknown	1.85	GCA_900176165.1_IMG-taxon_2509276064_annotated_assembly_genomic.fna.gz
GCA_045277105.1	GCA_045277105.1	KDR13939K_1.0	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539 (bacteria)	Unknown	Deinococcus radiodurans	243230	Complete Genome	0	2650014	2650014	Unknown	SAMN31235723	2024/11/26 00:00	Unknown	0.9	GCA_045277105.1_KDR13939K_1.0_genomic.fna.gz
GCA_002384255.1	GCA_002384255.1	ASM238425v1	Deinococcus geothermalis (bacteria)	Unknown	Deinococcus geothermalis	68909	Scaffold	0	52120	52120	Unknown	SAMN06457827	2017/09/28 00:00	Unknown	0.84	GCA_002384255.1_ASM238425v1_genomic.fna.gz
GCA_003217515.1	GCA_003217515.1	ASM321751v1	Deinococcus yavapaiensis KR-236 (bacteria)	Unknown	Deinococcus yavapaiensis	694435	Scaffold	0	211702	213630	Unknown	SAMN09064523	2018/06/12 00:00	Unknown	1.29	GCA_003217515.1_ASM321751v1_genomic.fna.gz
GCA_019693445.1	GCA_019693445.1	ASM1969344v1	Deinococcus aquaedulcis (bacteria)	Unknown	Deinococcus aquaedulcis	2840455	Contig	0	191581	191581	Unknown	SAMN19415663	2021/08/19 00:00	Unknown	2.25	GCA_019693445.1_ASM1969344v1_genomic.fna.gz
GCA_014875925.1	GCA_014875925.1	ASM1487592v1	Deinococcus wulumuqiensis R12 (bacteria)	Unknown	Deinococcus wulumuqiensis	1288484	Contig	0	3016002	3016002	Unknown	SAMN16242085	2020/10/10 00:00	Unknown	1.04	GCA_014875925.1_ASM1487592v1_genomic.fna.gz
GCA_028287665.1	GCA_028287665.1	ASM2828766v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	5937	5937	Unknown	SAMN17837428	2023/01/30 00:00	Unknown	0.8	GCA_028287665.1_ASM2828766v1_genomic.fna.gz
GCA_023489185.1	GCA_023489185.1	ASM2348918v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Scaffold	0	5654	6069	Unknown	SAMN27868573	2022/05/18 00:00	Unknown	0.4	GCA_023489185.1_ASM2348918v1_genomic.fna.gz
GCA_043751895.1	GCA_043751895.1	ASM4375189v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	5617	5617	Unknown	SAMN39315588	2024/10/24 00:00	Unknown	1.09	GCA_043751895.1_ASM4375189v1_genomic.fna.gz
GCA_937934635.1	GCA_937934635.1	L2_Bin_Bin_64_1	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	6027	6027	Unknown	SAMEA14073359	2023/01/25 00:00	Unknown	0.67	GCA_937934635.1_L2_Bin_Bin_64_1_genomic.fna.gz
GCA_027405055.1	GCA_027405055.1	ASM2740505v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	7527	7527	Unknown	SAMN28412077	2022/12/27 00:00	Unknown	0.46	GCA_027405055.1_ASM2740505v1_genomic.fna.gz
GCA_040255665.1	GCA_040255665.1	f__Deinococcaceae	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	10197	10549	Unknown	SAMN41489606	2024/06/20 00:00	Unknown	0.89	GCA_040255665.1_f_Deinococcaceae_genomic.fna.gz
GCA_937924305.1	GCA_937924305.1	L3_Bin_Bin_188_1	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	6192	6192	Unknown	SAMEA14073408	2023/01/27 00:00	Unknown	0.95	GCA_937924305.1_L3_Bin_Bin_188_1_genomic.fna.gz
GCA_031391225.1	GCA_031391225.1	ASM3139122v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	8598	8598	Unknown	SAMN29839112	2023/09/12 00:00	Unknown	2.53	GCA_031391225.1_ASM3139122v1_genomic.fna.gz
GCA_024138735.1	GCA_024138735.1	ASM2413873v1	Deinococcus radiodurans (bacteria)	Unknown	Deinococcus radiodurans	1299	Complete Genome	0	2647192	2647192	Unknown	SAMN26982794	2022/07/05 00:00	Unknown	0.9	GCA_024138735.1_ASM2413873v1_genomic.fna.gz
GCA_054037095.1	GCA_054037095.1	ASM5403709v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	17558	17558	Unknown	SAMN49581859	2025/12/16 00:00	Unknown	0.56	GCA_054037095.1_ASM5403709v1_genomic.fna.gz
GCA_027405575.1	GCA_027405575.1	ASM2740557v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	8689	8689	Unknown	SAMN28412052	2022/12/27 00:00	Unknown	0.6	GCA_027405575.1_ASM2740557v1_genomic.fna.gz
GCA_964247135.1	GCA_964247135.1	public_SRR11456923_metawrap_bin.2	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Scaffold	0	17640	18424	Unknown	SAMEA115955033	2024/09/21 00:00	Unknown	2.51	GCA_964247135.1_public_SRR11456923_metawrap_bin.2_genomic.fna.gz
GCA_027405435.1	GCA_027405435.1	ASM2740543v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	2234	2262	Unknown	SAMN28412061	2022/12/27 00:00	Unknown	0.44	GCA_027405435.1_ASM2740543v1_genomic.fna.gz
GCA_027405485.1	GCA_027405485.1	ASM2740548v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	30966	30966	Unknown	SAMN28412055	2022/12/27 00:00	Unknown	0.63	GCA_027405485.1_ASM2740548v1_genomic.fna.gz
GCA_965261005.1	GCA_965261005.1	glCalLitt1.Deinococcus_sp_1.1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Complete Genome	0	2958559	2958559	Unknown	SAMEA117993940	2025/04/26 00:00	Unknown	0.9	GCA_965261005.1_glCalLitt1.Deinococcus_sp_1.1_genomic.fna.gz
GCA_041390515.1	GCA_041390515.1	ASM4139051v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	217252	217252	Unknown	SAMN37790165	2024/08/20 00:00	Unknown	1.28	GCA_041390515.1_ASM4139051v1_genomic.fna.gz
GCA_027405455.1	GCA_027405455.1	ASM2740545v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	103454	103454	Unknown	SAMN28412057	2022/12/27 00:00	Unknown	0.64	GCA_027405455.1_ASM2740545v1_genomic.fna.gz
GCA_964252075.1	GCA_964252075.1	public_SRR11456914_metawrap_bin.14	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Scaffold	0	88309	100194	Unknown	SAMEA115955019	2024/09/21 00:00	Unknown	1.58	GCA_964252075.1_public_SRR11456914_metawrap_bin.14_genomic.fna.gz
GCA_027336165.1	GCA_027336165.1	ASM2733616v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	116801	116801	Unknown	SAMN28405125	2022/12/27 00:00	Unknown	0.63	GCA_027336165.1_ASM2733616v1_genomic.fna.gz
GCA_043743925.1	GCA_043743925.1	ASM4374392v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	6683	6683	Unknown	SAMN39314991	2024/10/24 00:00	Unknown	1.18	GCA_043743925.1_ASM4374392v1_genomic.fna.gz
GCA_054041925.1	GCA_054041925.1	ASM5404192v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	37144	37144	Unknown	SAMN49581615	2025/12/16 00:00	Unknown	0.54	GCA_054041925.1_ASM5404192v1_genomic.fna.gz
GCA_031388325.1	GCA_031388325.1	ASM3138832v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	5864	5864	Unknown	SAMN29838801	2023/09/12 00:00	Unknown	1.05	GCA_031388325.1_ASM3138832v1_genomic.fna.gz
GCA_027405155.1	GCA_027405155.1	ASM2740515v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	103454	103454	Unknown	SAMN28412070	2022/12/27 00:00	Unknown	0.64	GCA_027405155.1_ASM2740515v1_genomic.fna.gz
GCA_963760135.1	GCA_963760135.1	MFD02581.bin.2.137	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Contig	0	1380288	1380288	Unknown	SAMEA114812775	2025/01/21 00:00	Unknown	1.25	GCA_963760135.1_MFD02581.bin.2.137_genomic.fna.gz
GCA_043727655.1	GCA_043727655.1	ASM4372765v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	4859	4859	Unknown	SAMN39314231	2024/10/24 00:00	Unknown	1.03	GCA_043727655.1_ASM4372765v1_genomic.fna.gz
GCA_027405085.1	GCA_027405085.1	ASM2740508v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	66588	66588	Unknown	SAMN28412076	2022/12/27 00:00	Unknown	0.63	GCA_027405085.1_ASM2740508v1_genomic.fna.gz
GCA_963714515.1	GCA_963714515.1	MFD01275.bin.2.38	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Contig	0	2687892	2687892	Unknown	SAMEA114810227	2025/01/19 00:00	Unknown	0.86	GCA_963714515.1_MFD01275.bin.2.38_genomic.fna.gz
GCA_031370845.1	GCA_031370845.1	ASM3137084v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	5575	5575	Unknown	SAMN29838381	2023/09/12 00:00	Unknown	2.39	GCA_031370845.1_ASM3137084v1_genomic.fna.gz
GCA_031418155.1	GCA_031418155.1	ASM3141815v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	9571	9571	Unknown	SAMN29839965	2023/09/12 00:00	Unknown	2.75	GCA_031418155.1_ASM3141815v1_genomic.fna.gz
GCA_031421715.1	GCA_031421715.1	ASM3142171v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	2270	2270	Unknown	SAMN29840167	2023/09/12 00:00	Unknown	0.89	GCA_031421715.1_ASM3142171v1_genomic.fna.gz
GCA_054017495.1	GCA_054017495.1	ASM5401749v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	48712	48712	Unknown	SAMN49582682	2025/12/16 00:00	Unknown	0.53	GCA_054017495.1_ASM5401749v1_genomic.fna.gz
GCA_027405405.1	GCA_027405405.1	ASM2740540v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	114486	114486	Unknown	SAMN28412059	2022/12/27 00:00	Unknown	0.63	GCA_027405405.1_ASM2740540v1_genomic.fna.gz
GCA_027405395.1	GCA_027405395.1	ASM2740539v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	12176	12176	Unknown	SAMN28412060	2022/12/27 00:00	Unknown	0.61	GCA_027405395.1_ASM2740539v1_genomic.fna.gz
GCA_031364625.1	GCA_031364625.1	ASM3136462v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	6155	6155	Unknown	SAMN29838153	2023/09/12 00:00	Unknown	1.41	GCA_031364625.1_ASM3136462v1_genomic.fna.gz
GCA_027405495.1	GCA_027405495.1	ASM2740549v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	118255	118255	Unknown	SAMN28412058	2022/12/27 00:00	Unknown	1.13	GCA_027405495.1_ASM2740549v1_genomic.fna.gz
GCA_965249745.1	GCA_965249745.1	glEphLana1.Deinococcales_2.1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Complete Genome	0	5085195	5085195	Unknown	SAMEA117994177	2025/04/17 00:00	Unknown	1.43	GCA_965249745.1_glEphLana1.Deinococcales_2.1_genomic.fna.gz
GCA_027405165.1	GCA_027405165.1	ASM2740516v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	16272	16272	Unknown	SAMN28412073	2022/12/27 00:00	Unknown	0.62	GCA_027405165.1_ASM2740516v1_genomic.fna.gz
GCA_040255585.1	GCA_040255585.1	f__Deinococcaceae	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	26068	32591	Unknown	SAMN41489609	2024/06/20 00:00	Unknown	0.88	GCA_040255585.1_f_Deinococcaceae_genomic.fna.gz
GCA_043778225.1	GCA_043778225.1	ASM4377822v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	69081	69081	Unknown	SAMN39316373	2024/10/24 00:00	Unknown	1.14	GCA_043778225.1_ASM4377822v1_genomic.fna.gz
GCA_043777915.1	GCA_043777915.1	ASM4377791v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	7042	7042	Unknown	SAMN39316341	2024/10/24 00:00	Unknown	1.22	GCA_043777915.1_ASM4377791v1_genomic.fna.gz
GCA_025351205.1	GCA_025351205.1	ASM2535120v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	8936	8936	Unknown	SAMN30205827	2022/09/21 00:00	Unknown	1.53	GCA_025351205.1_ASM2535120v1_genomic.fna.gz
GCA_046289535.1	GCA_046289535.1	ASM4628953v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	11366	12058	Unknown	SAMN45833181	2024/12/25 00:00	Unknown	0.67	GCA_046289535.1_ASM4628953v1_genomic.fna.gz
GCA_037381505.1	GCA_037381505.1	ASM3738150v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	10639	10920	Unknown	SAMN33973640	2024/03/19 00:00	Unknown	0.9	GCA_037381505.1_ASM3738150v1_genomic.fna.gz
GCA_003516665.1	GCA_003516665.1	ASM351666v1	Deinococcus radiodurans (bacteria)	Unknown	Deinococcus radiodurans	1299	Scaffold	0	9339	12426	Unknown	SAMN08019568	2018/09/10 00:00	Unknown	0.66	GCA_003516665.1_ASM351666v1_genomic.fna.gz
GCA_027405265.1	GCA_027405265.1	ASM2740526v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	113964	113964	Unknown	SAMN28412065	2022/12/27 00:00	Unknown	0.63	GCA_027405265.1_ASM2740526v1_genomic.fna.gz
GCA_025352125.1	GCA_025352125.1	ASM2535212v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	81049	81049	Unknown	SAMN30205685	2022/09/21 00:00	Unknown	2.08	GCA_025352125.1_ASM2535212v1_genomic.fna.gz
GCA_036261475.1	GCA_036261475.1	ASM3626147v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	3156	3156	Unknown	SAMN37955561	2024/01/29 00:00	Unknown	0.61	GCA_036261475.1_ASM3626147v1_genomic.fna.gz
GCA_027405315.1	GCA_027405315.1	ASM2740531v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	113455	113455	Unknown	SAMN28412067	2022/12/27 00:00	Unknown	0.63	GCA_027405315.1_ASM2740531v1_genomic.fna.gz
GCA_031424745.1	GCA_031424745.1	ASM3142474v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	2896	2896	Unknown	SAMN29840441	2023/09/12 00:00	Unknown	2.6	GCA_031424745.1_ASM3142474v1_genomic.fna.gz
GCA_016199255.1	GCA_016199255.1	ASM1619925v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	5239	5239	Unknown	SAMN15435726	2020/12/21 00:00	Unknown	0.58	GCA_016199255.1_ASM1619925v1_genomic.fna.gz
GCA_043749045.1	GCA_043749045.1	ASM4374904v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	5648	5648	Unknown	SAMN39315178	2024/10/24 00:00	Unknown	0.88	GCA_043749045.1_ASM4374904v1_genomic.fna.gz
GCA_054030275.1	GCA_054030275.1	ASM5403027v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	19813	19813	Unknown	SAMN49583742	2025/12/16 00:00	Unknown	0.66	GCA_054030275.1_ASM5403027v1_genomic.fna.gz
GCA_018260275.1	GCA_018260275.1	ASM1826027v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Scaffold	0	10934	11262	Unknown	SAMN18543085	2021/05/04 00:00	Unknown	0.81	GCA_018260275.1_ASM1826027v1_genomic.fna.gz
GCA_964249865.1	GCA_964249865.1	public_SRR11456914_metawrap_bin.22	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Scaffold	0	3069	4068	Unknown	SAMEA115955333	2024/09/21 00:00	Unknown	1.94	GCA_964249865.1_public_SRR11456914_metawrap_bin.22_genomic.fna.gz
GCA_035301525.1	GCA_035301525.1	ASM3530152v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	2311	2311	Unknown	SAMN37957290	2024/01/09 00:00	Unknown	0.44	GCA_035301525.1_ASM3530152v1_genomic.fna.gz
GCA_964244895.1	GCA_964244895.1	public_SRR11456923_metawrap_bin.5	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Scaffold	0	18320	21964	Unknown	SAMEA115955034	2024/09/21 00:00	Unknown	1.42	GCA_964244895.1_public_SRR11456923_metawrap_bin.5_genomic.fna.gz
GCA_040399085.1	GCA_040399085.1	ASM4039908v1	Deinococcus grandis (bacteria)	Unknown	Deinococcus grandis	57498	Scaffold	0	4197	4488	Unknown	SAMN40135978	2024/06/27 00:00	Unknown	0.94	GCA_040399085.1_ASM4039908v1_genomic.fna.gz
GCA_054022615.1	GCA_054022615.1	ASM5402261v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	19612	19612	Unknown	SAMN49583107	2025/12/16 00:00	Unknown	0.52	GCA_054022615.1_ASM5402261v1_genomic.fna.gz
GCA_013298595.1	GCA_013298595.1	ASM1329859v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	84046	111907	Unknown	SAMN12754377	2020/06/08 00:00	Unknown	1.3	GCA_013298595.1_ASM1329859v1_genomic.fna.gz
GCA_022451455.1	GCA_022451455.1	ASM2245145v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	13319	16402	Unknown	SAMN25998991	2022/03/02 00:00	Unknown	0.58	GCA_022451455.1_ASM2245145v1_genomic.fna.gz
